,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215,f216,f217,f218,f219,f220,f221,f222,f223,f224,f225,f226,f227,f228,f229,f230,f231,f232,f233,f234,f235,f236,f237,f238,f239,f240,f241,f242,f243,f244,f245,f246,f247,f248,f249,f250,f251,f252,f253,f254,f255,f256,f257,f258,f259,f260,f261,f262,f263,f264,f265,f266,f267,f268,f269,f270,f271,f272,f273,f274,f275,f276,f277,f278,f279,f280,f281,f282,f283,f284,f285,f286,f287,f288,f289,f290,f291,f292,f293,f294,f295,f296,f297,f298,f299
f242,13.0,24.0,19.0,17.0,10.0,31.0,25.0,37.0,25.0,34.0,34.0,23.0,22.0,26.0,8.0,36.0,34.0,19.0,16.0,22.0,32.0,29.0,47.0,17.0,35.0,32.0,33.0,6.0,28.0,20.0,34.0,16.0,30.0,19.0,87.0,31.0,24.0,31.0,39.0,22.0,23.0,26.0,27.0,27.0,33.0,26.0,37.0,31.0,31.0,35.0,22.0,30.0,20.0,25.0,30.0,29.0,22.0,26.0,25.0,31.0,22.0,36.0,36.0,23.0,17.0,40.0,25.0,27.0,27.0,35.0,32.0,35.0,19.0,31.0,17.0,39.0,26.0,36.0,24.0,27.0,23.0,25.0,14.0,33.0,25.0,29.0,30.0,41.0,39.0,37.0,31.0,20.0,21.0,27.0,13.0,30.0,28.0,25.0,28.0,39.0,18.0,28.0,26.0,24.0,29.0,20.0,21.0,43.0,45.0,15.0,37.0,23.0,28.0,26.0,29.0,18.0,35.0,46.0,39.0,29.0,26.0,28.0,21.0,20.0,31.0,34.0,44.0,26.0,20.0,31.0,32.0,26.0,14.0,33.0,17.0,24.0,31.0,26.0,41.0,28.0,31.0,45.0,38.0,36.0,20.0,22.0,22.0,31.0,26.0,25.0,41.0,36.0,37.0,26.0,12.0,19.0,24.0,29.0,15.0,28.0,21.0,19.0,22.0,35.0,19.0,28.0,9.0,29.0,24.0,21.0,30.0,31.0,31.0,18.0,26.0,18.0,16.0,35.0,22.0,25.0,24.0,27.0,35.0,30.0,23.0,20.0,19.0,31.0,28.0,17.0,32.0,31.0,21.0,32.0,34.0,26.0,10.0,17.0,32.0,33.0,24.0,25.0,33.0,21.0,25.0,31.0,26.0,26.0,29.0,19.0,33.0,31.0,25.0,11.0,13.0,26.0,27.0,29.0,22.0,28.0,18.0,25.0,17.0,21.0,26.0,29.0,22.0,18.0,33.0,16.0,44.0,21.0,10.0,27.0,21.0,23.0,25.0,28.0,31.0,24.0,22.0,10.0,0.0,15.0,35.0,24.0,24.0,21.0,29.0,31.0,23.0,38.0,28.0,30.0,33.0,13.0,29.0,26.0,31.0,41.0,23.0,28.0,4.0,15.0,33.0,23.0,36.0,23.0,23.0,16.0,27.0,26.0,34.0,18.0,35.0,22.0,17.0,31.0,19.0,33.0,35.0,39.0,31.0,20.0,28.0,25.0,32.0,25.0,29.0,19.0,26.0,33.0,31.0,19.0,12.0,29.0,25.0,33.0,24.0,41.0
f243,16.0,29.0,28.0,30.0,23.0,33.0,34.0,28.0,22.0,37.0,37.0,29.0,31.0,35.0,17.0,37.0,31.0,28.0,25.0,29.0,28.0,27.0,39.0,24.0,38.0,35.0,38.0,9.0,24.0,29.0,31.0,27.0,22.0,22.0,89.0,32.0,37.0,36.0,36.0,31.0,33.0,29.0,32.0,18.0,39.0,35.0,39.0,34.0,35.0,35.0,31.0,31.0,11.0,20.0,18.0,31.0,23.0,30.0,24.0,38.0,29.0,39.0,39.0,26.0,30.0,45.0,32.0,25.0,28.0,41.0,39.0,38.0,22.0,34.0,26.0,41.0,34.0,36.0,27.0,24.0,25.0,26.0,23.0,37.0,21.0,33.0,27.0,44.0,36.0,33.0,37.0,23.0,24.0,18.0,22.0,30.0,30.0,23.0,21.0,52.0,11.0,39.0,29.0,37.0,34.0,29.0,30.0,44.0,45.0,18.0,25.0,26.0,32.0,25.0,30.0,21.0,35.0,46.0,35.0,35.0,17.0,19.0,34.0,23.0,34.0,20.0,41.0,29.0,19.0,27.0,40.0,33.0,19.0,30.0,26.0,28.0,34.0,23.0,44.0,21.0,35.0,46.0,42.0,43.0,30.0,25.0,23.0,34.0,28.0,28.0,37.0,42.0,33.0,36.0,19.0,28.0,23.0,32.0,24.0,25.0,22.0,34.0,24.0,33.0,26.0,33.0,16.0,24.0,29.0,26.0,32.0,34.0,24.0,27.0,29.0,25.0,7.0,41.0,23.0,16.0,27.0,25.0,37.0,32.0,26.0,29.0,26.0,36.0,20.0,26.0,31.0,30.0,28.0,42.0,37.0,23.0,13.0,26.0,31.0,36.0,33.0,26.0,36.0,27.0,28.0,38.0,29.0,34.0,31.0,29.0,37.0,38.0,28.0,14.0,16.0,39.0,30.0,31.0,25.0,29.0,25.0,30.0,20.0,26.0,31.0,25.0,31.0,27.0,35.0,19.0,47.0,30.0,17.0,19.0,30.0,14.0,28.0,21.0,40.0,17.0,19.0,19.0,15.0,0.0,37.0,27.0,27.0,26.0,39.0,22.0,25.0,43.0,24.0,33.0,36.0,22.0,27.0,29.0,34.0,39.0,30.0,30.0,13.0,24.0,28.0,25.0,37.0,24.0,28.0,19.0,33.0,34.0,30.0,27.0,44.0,27.0,24.0,40.0,32.0,36.0,36.0,47.0,34.0,27.0,33.0,28.0,34.0,30.0,28.0,32.0,33.0,36.0,32.0,24.0,9.0,38.0,30.0,21.0,22.0,43.0
f244,32.0,36.0,34.0,26.0,25.0,26.0,33.0,34.0,35.0,41.0,29.0,23.0,31.0,41.0,29.0,40.0,32.0,34.0,31.0,34.0,23.0,30.0,47.0,25.0,30.0,34.0,50.0,41.0,40.0,35.0,26.0,29.0,31.0,31.0,86.0,37.0,37.0,31.0,35.0,43.0,39.0,42.0,31.0,43.0,38.0,23.0,36.0,34.0,44.0,39.0,31.0,36.0,29.0,40.0,40.0,37.0,30.0,26.0,20.0,38.0,19.0,22.0,46.0,36.0,35.0,43.0,33.0,32.0,21.0,46.0,43.0,35.0,26.0,47.0,32.0,47.0,24.0,35.0,40.0,17.0,38.0,28.0,23.0,33.0,38.0,32.0,39.0,50.0,23.0,41.0,32.0,15.0,40.0,31.0,28.0,26.0,32.0,40.0,29.0,51.0,39.0,41.0,31.0,33.0,26.0,35.0,38.0,39.0,48.0,42.0,46.0,27.0,28.0,21.0,35.0,31.0,43.0,41.0,43.0,40.0,25.0,29.0,33.0,30.0,34.0,27.0,36.0,30.0,35.0,36.0,33.0,38.0,35.0,25.0,39.0,24.0,36.0,40.0,45.0,23.0,45.0,47.0,38.0,45.0,33.0,34.0,14.0,44.0,29.0,25.0,42.0,37.0,43.0,38.0,30.0,32.0,19.0,39.0,32.0,33.0,32.0,31.0,34.0,36.0,32.0,25.0,32.0,27.0,45.0,31.0,34.0,41.0,27.0,19.0,31.0,33.0,33.0,36.0,31.0,41.0,43.0,42.0,33.0,40.0,35.0,35.0,29.0,33.0,39.0,32.0,26.0,35.0,29.0,45.0,37.0,18.0,35.0,18.0,27.0,38.0,35.0,36.0,38.0,34.0,25.0,41.0,33.0,27.0,33.0,32.0,42.0,37.0,44.0,34.0,35.0,38.0,34.0,31.0,34.0,29.0,26.0,25.0,40.0,32.0,28.0,33.0,37.0,31.0,38.0,39.0,34.0,36.0,31.0,25.0,36.0,27.0,23.0,20.0,44.0,37.0,35.0,25.0,35.0,37.0,0.0,27.0,31.0,27.0,42.0,28.0,35.0,38.0,32.0,43.0,39.0,28.0,37.0,46.0,41.0,47.0,34.0,35.0,31.0,29.0,36.0,12.0,32.0,19.0,25.0,35.0,40.0,27.0,29.0,17.0,45.0,30.0,35.0,35.0,30.0,34.0,36.0,51.0,22.0,28.0,32.0,35.0,44.0,36.0,32.0,42.0,30.0,44.0,39.0,27.0,41.0,30.0,27.0,26.0,33.0,45.0
f245,23.0,34.0,32.0,27.0,30.0,27.0,32.0,35.0,20.0,34.0,34.0,30.0,32.0,33.0,24.0,33.0,25.0,29.0,34.0,19.0,8.0,33.0,41.0,33.0,29.0,33.0,35.0,30.0,40.0,27.0,11.0,32.0,23.0,24.0,81.0,30.0,43.0,27.0,40.0,40.0,35.0,33.0,35.0,36.0,43.0,36.0,31.0,28.0,29.0,29.0,12.0,29.0,38.0,39.0,26.0,32.0,31.0,37.0,31.0,37.0,36.0,41.0,24.0,33.0,27.0,41.0,37.0,18.0,34.0,31.0,41.0,34.0,19.0,41.0,33.0,40.0,31.0,38.0,34.0,10.0,33.0,33.0,30.0,39.0,35.0,31.0,34.0,45.0,22.0,27.0,28.0,28.0,31.0,25.0,31.0,32.0,31.0,32.0,22.0,48.0,36.0,40.0,32.0,34.0,33.0,33.0,25.0,32.0,46.0,33.0,39.0,20.0,39.0,32.0,27.0,31.0,27.0,26.0,34.0,25.0,18.0,17.0,30.0,29.0,7.0,29.0,42.0,25.0,34.0,25.0,28.0,23.0,34.0,31.0,33.0,30.0,30.0,35.0,36.0,26.0,33.0,28.0,48.0,39.0,30.0,27.0,28.0,38.0,21.0,22.0,46.0,33.0,31.0,35.0,28.0,25.0,30.0,25.0,33.0,27.0,24.0,24.0,28.0,31.0,35.0,38.0,25.0,12.0,44.0,32.0,27.0,14.0,26.0,30.0,25.0,25.0,34.0,45.0,24.0,43.0,32.0,38.0,39.0,26.0,30.0,32.0,31.0,37.0,32.0,31.0,19.0,28.0,37.0,32.0,26.0,11.0,20.0,29.0,38.0,26.0,28.0,28.0,16.0,29.0,30.0,16.0,26.0,26.0,32.0,29.0,43.0,30.0,33.0,21.0,23.0,35.0,33.0,28.0,27.0,36.0,34.0,13.0,27.0,27.0,29.0,19.0,36.0,34.0,37.0,24.0,33.0,32.0,26.0,28.0,28.0,21.0,15.0,26.0,41.0,37.0,40.0,26.0,24.0,27.0,27.0,0.0,26.0,28.0,29.0,23.0,27.0,25.0,18.0,36.0,35.0,29.0,38.0,36.0,39.0,46.0,34.0,32.0,20.0,22.0,26.0,30.0,25.0,32.0,29.0,26.0,23.0,30.0,37.0,28.0,41.0,31.0,24.0,20.0,27.0,30.0,35.0,48.0,21.0,36.0,34.0,20.0,32.0,34.0,31.0,29.0,23.0,36.0,40.0,29.0,33.0,37.0,28.0,28.0,29.0,51.0
f246,15.0,34.0,30.0,30.0,26.0,25.0,29.0,38.0,20.0,10.0,30.0,25.0,24.0,39.0,24.0,26.0,30.0,31.0,35.0,26.0,18.0,31.0,48.0,27.0,35.0,34.0,45.0,26.0,27.0,29.0,21.0,28.0,26.0,21.0,89.0,32.0,38.0,33.0,41.0,42.0,32.0,36.0,26.0,31.0,42.0,28.0,27.0,28.0,37.0,30.0,38.0,31.0,25.0,34.0,19.0,16.0,30.0,23.0,17.0,38.0,35.0,38.0,42.0,27.0,34.0,40.0,19.0,28.0,27.0,31.0,41.0,36.0,21.0,33.0,33.0,34.0,37.0,38.0,26.0,24.0,30.0,19.0,27.0,33.0,33.0,30.0,28.0,19.0,36.0,28.0,26.0,16.0,23.0,26.0,32.0,27.0,23.0,30.0,25.0,42.0,28.0,40.0,29.0,23.0,30.0,31.0,24.0,44.0,39.0,34.0,40.0,25.0,25.0,18.0,28.0,18.0,29.0,36.0,21.0,25.0,21.0,17.0,24.0,28.0,33.0,30.0,27.0,27.0,33.0,25.0,33.0,30.0,32.0,29.0,33.0,24.0,32.0,31.0,43.0,12.0,26.0,38.0,35.0,35.0,30.0,24.0,18.0,33.0,28.0,27.0,45.0,31.0,31.0,29.0,28.0,27.0,16.0,36.0,35.0,29.0,33.0,33.0,25.0,28.0,29.0,29.0,25.0,26.0,42.0,23.0,25.0,31.0,28.0,28.0,27.0,31.0,21.0,40.0,22.0,34.0,34.0,36.0,34.0,37.0,30.0,37.0,21.0,31.0,8.0,33.0,22.0,20.0,33.0,39.0,36.0,25.0,20.0,27.0,24.0,31.0,27.0,31.0,34.0,28.0,25.0,38.0,28.0,25.0,24.0,29.0,28.0,31.0,35.0,13.0,11.0,29.0,29.0,25.0,24.0,36.0,30.0,23.0,19.0,23.0,28.0,19.0,35.0,30.0,39.0,26.0,42.0,36.0,26.0,14.0,28.0,22.0,21.0,24.0,42.0,24.0,26.0,26.0,24.0,27.0,31.0,26.0,0.0,21.0,36.0,13.0,25.0,29.0,19.0,33.0,35.0,29.0,33.0,28.0,36.0,27.0,25.0,29.0,20.0,25.0,34.0,19.0,35.0,31.0,23.0,18.0,31.0,28.0,36.0,26.0,40.0,24.0,31.0,30.0,19.0,25.0,29.0,38.0,27.0,24.0,27.0,29.0,25.0,41.0,37.0,39.0,32.0,35.0,24.0,19.0,20.0,39.0,27.0,29.0,26.0,41.0
f247,14.0,28.0,13.0,21.0,16.0,17.0,26.0,24.0,27.0,26.0,28.0,8.0,20.0,22.0,21.0,21.0,18.0,20.0,26.0,25.0,20.0,26.0,34.0,27.0,19.0,17.0,41.0,23.0,33.0,14.0,17.0,15.0,15.0,20.0,69.0,26.0,28.0,16.0,24.0,35.0,16.0,28.0,10.0,31.0,34.0,26.0,19.0,12.0,30.0,24.0,24.0,25.0,28.0,25.0,28.0,12.0,21.0,19.0,13.0,37.0,28.0,37.0,25.0,18.0,20.0,36.0,27.0,10.0,6.0,33.0,26.0,30.0,20.0,32.0,18.0,39.0,30.0,21.0,25.0,26.0,17.0,24.0,22.0,16.0,27.0,24.0,28.0,26.0,31.0,27.0,16.0,14.0,22.0,14.0,23.0,25.0,22.0,19.0,22.0,32.0,24.0,30.0,27.0,28.0,28.0,14.0,20.0,32.0,31.0,28.0,31.0,24.0,21.0,16.0,20.0,14.0,28.0,31.0,36.0,27.0,21.0,23.0,24.0,22.0,26.0,14.0,28.0,10.0,26.0,17.0,24.0,29.0,22.0,20.0,23.0,7.0,15.0,15.0,42.0,14.0,33.0,29.0,31.0,24.0,13.0,22.0,16.0,26.0,7.0,23.0,40.0,21.0,25.0,28.0,22.0,26.0,12.0,28.0,27.0,12.0,23.0,20.0,11.0,26.0,18.0,24.0,22.0,17.0,32.0,6.0,19.0,24.0,20.0,19.0,10.0,23.0,24.0,35.0,22.0,20.0,27.0,22.0,24.0,27.0,14.0,24.0,4.0,14.0,23.0,18.0,25.0,16.0,24.0,26.0,28.0,27.0,19.0,18.0,20.0,33.0,23.0,23.0,17.0,22.0,12.0,25.0,27.0,19.0,23.0,12.0,31.0,36.0,28.0,12.0,10.0,29.0,13.0,25.0,23.0,27.0,21.0,26.0,18.0,19.0,11.0,28.0,18.0,17.0,27.0,25.0,39.0,23.0,23.0,12.0,15.0,18.0,26.0,11.0,25.0,20.0,30.0,11.0,21.0,26.0,27.0,28.0,21.0,0.0,29.0,27.0,24.0,23.0,27.0,32.0,24.0,14.0,19.0,27.0,20.0,42.0,15.0,15.0,17.0,16.0,27.0,15.0,27.0,18.0,6.0,17.0,28.0,23.0,22.0,19.0,36.0,7.0,20.0,25.0,19.0,14.0,23.0,37.0,25.0,25.0,11.0,18.0,32.0,21.0,17.0,22.0,27.0,24.0,20.0,2.0,29.0,30.0,10.0,13.0,10.0,24.0
f248,34.0,31.0,30.0,26.0,19.0,38.0,38.0,38.0,37.0,42.0,41.0,33.0,29.0,42.0,32.0,35.0,26.0,34.0,33.0,10.0,25.0,16.0,52.0,25.0,26.0,41.0,51.0,33.0,49.0,25.0,28.0,23.0,39.0,33.0,81.0,38.0,31.0,27.0,48.0,39.0,37.0,32.0,31.0,41.0,40.0,35.0,31.0,36.0,38.0,35.0,34.0,37.0,33.0,34.0,35.0,34.0,29.0,38.0,32.0,26.0,34.0,39.0,45.0,43.0,34.0,53.0,33.0,34.0,35.0,12.0,40.0,39.0,36.0,30.0,34.0,47.0,30.0,44.0,23.0,27.0,33.0,32.0,33.0,41.0,32.0,28.0,31.0,55.0,39.0,42.0,19.0,27.0,37.0,29.0,28.0,38.0,31.0,35.0,36.0,46.0,35.0,35.0,33.0,33.0,34.0,31.0,38.0,40.0,47.0,24.0,45.0,35.0,40.0,33.0,36.0,25.0,30.0,34.0,48.0,18.0,35.0,34.0,29.0,27.0,35.0,32.0,46.0,35.0,29.0,34.0,43.0,6.0,32.0,40.0,38.0,32.0,40.0,32.0,51.0,35.0,33.0,41.0,37.0,42.0,27.0,32.0,29.0,31.0,31.0,37.0,41.0,24.0,44.0,34.0,20.0,36.0,31.0,36.0,32.0,32.0,36.0,19.0,39.0,46.0,26.0,35.0,23.0,27.0,42.0,31.0,33.0,39.0,39.0,29.0,35.0,32.0,35.0,42.0,29.0,27.0,34.0,34.0,42.0,36.0,21.0,37.0,29.0,39.0,39.0,34.0,36.0,38.0,33.0,3.0,32.0,28.0,29.0,28.0,39.0,31.0,41.0,32.0,41.0,38.0,32.0,36.0,42.0,23.0,32.0,26.0,35.0,44.0,35.0,35.0,35.0,34.0,34.0,29.0,36.0,35.0,30.0,35.0,41.0,28.0,35.0,34.0,38.0,25.0,44.0,35.0,50.0,36.0,22.0,36.0,24.0,33.0,33.0,35.0,48.0,31.0,39.0,27.0,29.0,39.0,42.0,29.0,36.0,29.0,0.0,34.0,33.0,34.0,33.0,36.0,35.0,30.0,34.0,49.0,37.0,44.0,30.0,35.0,28.0,31.0,38.0,30.0,42.0,26.0,31.0,31.0,39.0,23.0,34.0,29.0,42.0,32.0,15.0,23.0,26.0,38.0,32.0,44.0,38.0,28.0,31.0,33.0,32.0,32.0,28.0,36.0,40.0,33.0,26.0,27.0,39.0,40.0,34.0,31.0,25.0,45.0
f249,28.0,34.0,30.0,29.0,22.0,31.0,28.0,35.0,32.0,23.0,27.0,23.0,27.0,37.0,25.0,27.0,24.0,32.0,32.0,28.0,20.0,19.0,35.0,30.0,32.0,31.0,47.0,31.0,38.0,28.0,22.0,19.0,27.0,24.0,86.0,32.0,35.0,31.0,30.0,42.0,31.0,26.0,21.0,24.0,38.0,19.0,36.0,33.0,30.0,24.0,35.0,31.0,30.0,41.0,19.0,16.0,29.0,24.0,18.0,31.0,35.0,41.0,37.0,37.0,33.0,41.0,32.0,23.0,25.0,22.0,41.0,38.0,23.0,40.0,35.0,27.0,32.0,34.0,35.0,14.0,30.0,24.0,24.0,31.0,27.0,17.0,30.0,32.0,26.0,22.0,31.0,13.0,30.0,22.0,28.0,14.0,22.0,28.0,24.0,45.0,28.0,39.0,29.0,33.0,30.0,31.0,24.0,34.0,41.0,37.0,35.0,24.0,26.0,19.0,25.0,18.0,31.0,38.0,34.0,16.0,20.0,24.0,27.0,28.0,29.0,31.0,37.0,27.0,32.0,27.0,36.0,29.0,33.0,26.0,37.0,22.0,32.0,33.0,40.0,21.0,19.0,38.0,36.0,25.0,23.0,27.0,15.0,29.0,26.0,26.0,43.0,36.0,38.0,32.0,25.0,29.0,17.0,34.0,33.0,29.0,20.0,27.0,20.0,37.0,16.0,26.0,22.0,22.0,43.0,29.0,24.0,35.0,15.0,22.0,27.0,18.0,29.0,36.0,23.0,30.0,28.0,31.0,21.0,35.0,30.0,34.0,27.0,29.0,21.0,34.0,21.0,14.0,30.0,37.0,43.0,13.0,32.0,21.0,25.0,23.0,27.0,24.0,34.0,33.0,25.0,29.0,30.0,12.0,23.0,22.0,21.0,32.0,29.0,26.0,24.0,32.0,22.0,27.0,27.0,35.0,27.0,10.0,32.0,23.0,26.0,12.0,33.0,17.0,26.0,31.0,37.0,33.0,23.0,23.0,27.0,20.0,8.0,21.0,40.0,24.0,31.0,28.0,31.0,22.0,28.0,23.0,13.0,27.0,34.0,0.0,20.0,29.0,13.0,22.0,39.0,31.0,37.0,34.0,35.0,40.0,12.0,34.0,27.0,18.0,21.0,16.0,29.0,29.0,21.0,31.0,30.0,16.0,24.0,22.0,43.0,28.0,30.0,21.0,22.0,35.0,21.0,31.0,24.0,33.0,20.0,29.0,18.0,36.0,35.0,39.0,25.0,31.0,24.0,25.0,31.0,33.0,25.0,30.0,26.0,43.0
f250,10.0,22.0,21.0,24.0,25.0,28.0,28.0,37.0,30.0,35.0,32.0,26.0,23.0,28.0,23.0,31.0,20.0,17.0,33.0,27.0,22.0,30.0,36.0,21.0,20.0,20.0,47.0,26.0,43.0,22.0,19.0,27.0,19.0,4.0,72.0,28.0,39.0,18.0,27.0,37.0,27.0,34.0,29.0,35.0,27.0,27.0,22.0,24.0,30.0,20.0,25.0,17.0,36.0,25.0,7.0,24.0,24.0,33.0,31.0,13.0,30.0,21.0,36.0,32.0,33.0,47.0,29.0,14.0,27.0,30.0,40.0,32.0,16.0,28.0,31.0,37.0,30.0,30.0,21.0,20.0,13.0,25.0,29.0,33.0,34.0,32.0,25.0,41.0,32.0,18.0,24.0,33.0,18.0,23.0,26.0,32.0,21.0,15.0,20.0,41.0,34.0,39.0,28.0,31.0,32.0,22.0,28.0,34.0,45.0,17.0,23.0,8.0,31.0,35.0,21.0,24.0,17.0,37.0,24.0,24.0,16.0,20.0,23.0,24.0,21.0,27.0,41.0,30.0,35.0,28.0,32.0,31.0,28.0,30.0,22.0,27.0,35.0,29.0,26.0,32.0,26.0,28.0,24.0,33.0,26.0,7.0,32.0,28.0,17.0,10.0,39.0,29.0,34.0,28.0,26.0,22.0,32.0,22.0,34.0,26.0,27.0,28.0,35.0,37.0,24.0,29.0,24.0,21.0,38.0,19.0,23.0,28.0,21.0,20.0,30.0,33.0,32.0,29.0,22.0,36.0,32.0,41.0,38.0,23.0,25.0,20.0,23.0,34.0,29.0,19.0,23.0,27.0,31.0,36.0,29.0,19.0,19.0,19.0,40.0,31.0,31.0,19.0,28.0,35.0,17.0,22.0,23.0,28.0,20.0,25.0,32.0,36.0,33.0,12.0,14.0,28.0,24.0,29.0,7.0,30.0,28.0,26.0,18.0,25.0,14.0,8.0,24.0,25.0,32.0,25.0,34.0,21.0,25.0,31.0,23.0,19.0,24.0,26.0,45.0,30.0,32.0,24.0,23.0,25.0,35.0,27.0,25.0,24.0,33.0,20.0,0.0,25.0,9.0,34.0,26.0,27.0,33.0,27.0,33.0,34.0,28.0,18.0,19.0,24.0,33.0,31.0,28.0,23.0,26.0,13.0,30.0,28.0,22.0,18.0,39.0,18.0,31.0,29.0,18.0,19.0,35.0,41.0,31.0,24.0,28.0,23.0,25.0,25.0,21.0,38.0,29.0,30.0,32.0,22.0,32.0,31.0,15.0,26.0,21.0,44.0
f251,27.0,37.0,32.0,37.0,31.0,36.0,33.0,27.0,41.0,39.0,40.0,15.0,30.0,33.0,35.0,37.0,26.0,34.0,37.0,24.0,32.0,28.0,45.0,26.0,17.0,32.0,52.0,40.0,45.0,33.0,29.0,28.0,27.0,21.0,69.0,33.0,43.0,7.0,39.0,43.0,35.0,34.0,29.0,45.0,32.0,34.0,19.0,24.0,40.0,15.0,22.0,32.0,35.0,38.0,26.0,25.0,21.0,37.0,31.0,18.0,41.0,38.0,17.0,37.0,38.0,46.0,34.0,22.0,29.0,41.0,34.0,32.0,33.0,34.0,37.0,52.0,32.0,32.0,38.0,35.0,26.0,34.0,29.0,25.0,38.0,38.0,38.0,48.0,30.0,35.0,21.0,26.0,27.0,33.0,39.0,37.0,30.0,28.0,32.0,48.0,33.0,40.0,39.0,42.0,39.0,33.0,26.0,40.0,39.0,34.0,40.0,25.0,39.0,24.0,31.0,23.0,8.0,34.0,37.0,35.0,28.0,30.0,30.0,31.0,18.0,26.0,40.0,18.0,41.0,36.0,43.0,28.0,33.0,29.0,39.0,16.0,23.0,36.0,43.0,33.0,35.0,9.0,29.0,32.0,26.0,20.0,24.0,27.0,19.0,27.0,40.0,26.0,44.0,29.0,31.0,36.0,30.0,31.0,38.0,20.0,35.0,33.0,34.0,45.0,30.0,31.0,34.0,29.0,43.0,25.0,31.0,25.0,29.0,37.0,18.0,42.0,39.0,34.0,31.0,39.0,36.0,43.0,37.0,32.0,33.0,37.0,23.0,25.0,36.0,34.0,30.0,29.0,35.0,37.0,26.0,34.0,36.0,36.0,38.0,39.0,29.0,32.0,9.0,39.0,26.0,27.0,40.0,35.0,29.0,25.0,40.0,46.0,37.0,29.0,29.0,35.0,32.0,37.0,24.0,27.0,32.0,33.0,35.0,28.0,29.0,27.0,29.0,30.0,40.0,40.0,41.0,38.0,33.0,31.0,34.0,29.0,33.0,30.0,36.0,29.0,41.0,30.0,38.0,43.0,38.0,25.0,29.0,23.0,34.0,29.0,25.0,0.0,26.0,38.0,15.0,33.0,38.0,44.0,39.0,50.0,26.0,31.0,34.0,23.0,44.0,26.0,38.0,20.0,17.0,30.0,33.0,35.0,38.0,35.0,40.0,26.0,29.0,31.0,25.0,26.0,32.0,48.0,36.0,29.0,30.0,21.0,34.0,34.0,30.0,41.0,34.0,29.0,30.0,21.0,43.0,47.0,28.0,25.0,29.0,43.0
